Limit.yaml|name|string|The name of the LimitLimit.yaml|value|number|The value of the LimitInvestment.yaml|lastValueQuoteDate|string,null|The date for which the values were last quoted.Investment.yaml|currentInterestRate|number,null|The current interest rate for new money.Investment.yaml|netCashSurrenderValue|number,null|The net cash value if the insurance policy is surrendered.Investment.yaml|totalSurrenderValue|number,null|The total amount that would be received if the policy were to be surrendered.Investment.yaml|guaranteedInterestRate|number,null|The guaranteed interest rate.Investment.yaml|loanPayoffAmount|number,null|The amount needed to payoff the current loan.Investment.yaml|currentLoanInterestRate|number,null|The interest rate of the current loan on the policy.Investment.yaml|maximumLoanAmountAvailable|number,null|The maximum amount available for a loan on this policy.Investment.yaml|guranteedCashValue|number,null|the amount guaranteed as a cash value of the policy.Investment.yaml|totalCashValue|number,null|The total cash value of the policy.Investment.yaml|premiumRefund|number,null|The amount of unearned premium returned when a policy is terminated.
Investment.yaml|premiumDepositFund|number,null|unknownLiability.yaml|description|string|A description of this item.Liability.yaml|classification|string|Classification of this item.  E.g. 'Camera-Non Prof', 'Boat 2015'.Liability.yaml|sequence|string|If this item is tied to an additional interest on a policy, the sequence is used to tie this item to a PolicyAssociation.
Dwelling.yaml|fireProtection|string|The type of fire protection of the building
Dwelling.yaml|protectionClass|string|The Protection Class is a number from 1 to 10 (based on ISO Public Protection Classes) that refers to the public protection facilities in a geographic area. A lower number indicates higher protection.  Some protection class directories show divided classes (for example 5/9 or 6/9).
Dwelling.yaml|class|string|Classes are used by insurers to classify businesses into categories of risk, to aid them in assigning the appropriate rate, coverages, and exclusions for GL insurance.
Dwelling.yaml|classCode|string|Class codes are groups of numbers that insurance companies use to classify businesses into categories of risk, to aid them in assigning the appropriate rate, coverages, and exclusions for GL insurance.
Dwelling.yaml|coinsurance|number|Coinsurance is the percentage of value that the policyholder is required to insure. For example, a building with a value of $1,000,000 and a policy with an 80% coinsurance clause must be insured for at least $800,000.
Dwelling.yaml|formTypeDescription|string|The form type description of the building.  This is currently a data field which is specific to farm insurance.
Dwelling.yaml|foundation|string|Foundation Type.Dwelling.yaml|generalCondition|string|The general condition of the building.
Dwelling.yaml|numberOfFamilies|number|The number of families dwelling at this location.
Dwelling.yaml|occupancy|string|The type of residence of the dwelling.  Examples inlcude 'OWNER', 'RENTED TO OTHERS'.
Dwelling.yaml|roofType|string|Type of roof.Dwelling.yaml|roofAge|number|Age of roof in years.Dwelling.yaml|residenceType|string|The type of residence of the building.Dwelling.yaml|replacementValue|number|The cost to replace the dwelling.Dwelling.yaml|automaticIncrease|boolean|An automatic increase is an addition to an insurance policy that renders coverage limits on buildings flexible to inflation rate, specifically the value. It takes into account the changes to the cost of construction so that there is an automatic change in the insured property's coverage whenever there is a change in the costs. This protects the insured from a loss due to inflation.
Dwelling.yaml|inflationGuard|string|Inflation guard provision. A provision that gradually and continuously increases the limit(s) of a policy by a specified percentage over a specified time period (such as 3 percent every 3 months).
Dwelling.yaml|yearOfConstruction|number|The year the dwelling was constructed.Dwelling.yaml|supplementalDocuments|array|Any documents attached to the policy which are required for it's issuance.
Coverage.yaml|deductibles|array|Pro-rated portion of a potential claim which is not paid by the insurer. A deductible may apply to a single or multiple coverages, or the entire policy.
Coverage.yaml|description|string|A unique label used for the coverage (ex. Bodily Injury Liability).
In POINT, maps to the coverage description.  For (Life), contains the plan description (business name of the plan).
Coverage.yaml|coverageCode|string,null|If there exsists a PolicyAssociation (for example an additional interest tied to a coverage in a Home policy), this coverageCode is the first part of a two-part key (the other being sequence) which can be used to link the two pieces of business information.
Coverage.yaml|sequence|string,null|If there exsists a PolicyAssociation (for example an additional interest tied to a coverage in a Home policy), this property is the second part of a two-part key (the other being coverageCode) which can be used to link the two pieces of business information.
Coverage.yaml|planCode|string|The code used by the host system that uniquely identifies this coverage.
Coverage.yaml|coverageDetail|object|An object representing the coverage details, appropriate for this type of insurance.  The model schema is CoverageDetail-XXX, where XXX is either Life or Commericial.
Coverage.yaml|coverageFlags|array|null
Coverage.yaml|coverageSchedules|array|A schedule of items which are included in this coverages.
Coverage.yaml|limits|array|null
Coverage.yaml|premium|number|The amount of the total premium for the policy which is due to this coverage.
Coverage.yaml|isEndorsement|boolean|Flag which indicates if this is a coverage endorsement.Coverage.yaml|isExtended|null|Flag for extended coverageCoverage.yaml|isExcluded|boolean|flag for excluded coverageCoverage.yaml|isWaived|boolean|flag for waived coverageCoverage.yaml|inclusions|array|Specific coverage inclusions which are not separate coverages (i.e. have
no associated premium).  Example:  'Equipment Breakdown Coverage'
CoverageDetail-Commercial.yaml|description|string|null
CoverageDetail-Commercial.yaml|deductibles|array|null
CoverageDetail-Commercial.yaml|coverageDetailSchedules|array|A generic schedule to list miscellaneous details for this item.
CoverageDetail-Commercial.yaml|limits|array|null
CoverageDetail-Commercial.yaml|premium|number|The amount of the total premium which is due to this item.
